date,day,month,precipMM,humidity,maxtempC,mintempC,DewPointC,WindGustKmph,cloudcover,pressure,visibility,windspeedKmph
2009-01-13,13,1,0.0,40.791666666666664,30,18,10.25,13.791666666666666,5.0,1018.1666666666666,10.0,7.25
2009-01-14,14,1,0.0,37.125,31,19,8.916666666666666,15.5,3.5833333333333335,1018.4166666666666,10.0,8.291666666666666
2009-01-15,15,1,0.0,36.791666666666664,30,19,8.416666666666666,17.916666666666668,2.5,1017.5416666666666,10.0,8.708333333333334
2009-01-16,16,1,0.0,38.166666666666664,30,19,9.166666666666666,14.541666666666666,2.0416666666666665,1017.0833333333334,10.0,7.958333333333333
2009-01-17,17,1,0.0,41.208333333333336,30,19,9.625,10.75,9.75,1015.5833333333334,10.0,5.291666666666667
2009-01-18,18,1,0.0,40.25,31,18,9.833333333333334,12.166666666666666,3.25,1014.375,10.0,6.125
2009-01-19,19,1,0.0,35.5,31,19,9.375,13.708333333333334,0.875,1014.2083333333334,10.0,6.875
2009-01-20,20,1,0.0,29.75,32,18,7.083333333333333,13.916666666666666,2.7083333333333335,1013.875,10.0,6.666666666666667
2009-01-21,21,1,0.0,30.125,33,19,7.708333333333333,12.25,1.7083333333333333,1013.75,10.0,4.791666666666667
2009-01-22,22,1,0.0,32.375,32,19,7.875,11.75,5.666666666666667,1012.75,10.0,4.416666666666667
2009-01-23,23,1,0.0,26.916666666666668,33,19,6.416666666666667,14.291666666666666,2.7083333333333335,1011.875,10.0,7.083333333333333
2009-01-24,24,1,0.0,24.291666666666668,32,18,3.125,10.375,44.0,1011.5416666666666,10.0,4.708333333333333
2009-01-25,25,1,0.0,30.583333333333332,33,17,6.458333333333333,9.416666666666666,24.333333333333332,1011.875,10.0,3.7916666666666665
2009-01-26,26,1,0.0,30.916666666666668,35,19,7.583333333333333,11.041666666666666,0.0,1012.0833333333334,10.0,5.041666666666667
2009-01-27,27,1,0.0,32.166666666666664,34,19,8.208333333333334,10.791666666666666,0.625,1012.2916666666666,10.0,4.791666666666667
2009-01-28,28,1,0.0,30.875,34,20,7.5,10.375,2.0,1011.9583333333334,10.0,4.833333333333333
2009-01-29,29,1,0.0,28.208333333333332,34,19,6.583333333333333,10.083333333333334,5.0,1012.2916666666666,10.0,4.5
2009-01-30,30,1,0.0,29.208333333333332,35,21,7.541666666666667,11.333333333333334,6.041666666666667,1011.875,10.0,4.833333333333333
2009-01-31,31,1,0.0,29.0,35,21,8.208333333333334,10.041666666666666,3.6666666666666665,1011.75,10.0,4.625
2009-02-01,1,2,0.0,25.125,34,19,6.291666666666667,10.708333333333334,1.375,1012.9166666666666,10.0,5.625
2009-02-02,2,2,0.0,21.041666666666668,34,20,3.7916666666666665,11.625,0.0,1013.8333333333334,10.0,5.666666666666667
2009-02-03,3,2,0.0,25.0,33,20,4.916666666666667,11.375,0.0,1013.5833333333334,10.0,5.916666666666667
2009-02-04,4,2,0.0,28.625,33,19,5.5,11.0,0.25,1013.7916666666666,10.0,5.708333333333333
2009-02-05,5,2,0.0,34.375,32,16,7.5,10.208333333333334,0.0,1013.9583333333334,10.0,5.291666666666667
2009-02-06,6,2,0.0,30.833333333333332,34,16,7.291666666666667,10.666666666666666,0.0,1013.8333333333334,10.0,4.458333333333333
2009-02-07,7,2,0.0,25.0,34,20,6.125,11.75,1.625,1012.9166666666666,10.0,5.083333333333333
2009-02-08,8,2,0.0,27.0,35,19,7.208333333333333,11.583333333333334,3.0,1013.875,10.0,4.708333333333333
2009-02-09,9,2,0.0,25.25,34,20,6.708333333333333,12.375,4.541666666666667,1013.875,10.0,5.541666666666667
2009-02-10,10,2,0.0,28.208333333333332,32,19,5.125,15.875,6.583333333333333,1013.2083333333334,10.0,8.333333333333334
2009-02-11,11,2,0.0,37.041666666666664,31,17,6.625,11.25,0.0,1012.9166666666666,10.0,5.166666666666667
2009-02-12,12,2,0.0,32.958333333333336,32,17,5.833333333333333,11.166666666666666,0.0,1012.6666666666666,10.0,6.208333333333333
2009-02-13,13,2,0.0,40.458333333333336,32,16,8.125,10.75,0.5833333333333334,1011.8333333333334,10.0,5.791666666666667
2009-02-14,14,2,0.0,43.458333333333336,32,16,9.625,10.833333333333334,3.25,1011.875,10.0,5.375
2009-02-15,15,2,0.0,33.708333333333336,34,19,8.666666666666666,10.333333333333334,2.2916666666666665,1011.3333333333334,10.0,4.541666666666667
2009-02-16,16,2,0.0,29.291666666666668,34,20,8.083333333333334,12.541666666666666,4.5,1011.5833333333334,10.0,5.791666666666667
2009-02-17,17,2,0.0,36.291666666666664,32,20,9.75,13.166666666666666,19.166666666666668,1011.5833333333334,10.0,5.916666666666667
2009-02-18,18,2,0.0,32.541666666666664,34,20,9.083333333333334,11.541666666666666,8.833333333333334,1011.5,10.0,4.541666666666667
2009-02-19,19,2,0.0,26.375,35,21,7.166666666666667,12.25,5.375,1010.125,10.0,4.625
2009-02-20,20,2,0.0,27.208333333333332,35,22,7.125,12.958333333333334,4.541666666666667,1011.75,10.0,6.583333333333333
2009-02-21,21,2,0.0,28.333333333333332,36,21,7.541666666666667,12.833333333333334,4.583333333333333,1012.125,10.0,5.583333333333333
2009-02-22,22,2,0.0,28.875,37,22,8.625,10.625,2.3333333333333335,1009.625,10.0,5.25
2009-02-23,23,2,0.0,27.208333333333332,37,20,7.791666666666667,11.583333333333334,2.4583333333333335,1010.2083333333334,10.0,4.5
2009-02-24,24,2,0.0,24.458333333333332,35,21,5.625,14.625,0.0,1011.25,10.0,8.291666666666666
2009-02-25,25,2,0.0,32.291666666666664,36,19,7.958333333333333,11.458333333333334,0.0,1010.5416666666666,10.0,5.583333333333333
2009-02-26,26,2,0.0,26.291666666666668,38,21,7.25,10.166666666666666,0.0,1010.0,10.0,4.208333333333333
2009-02-27,27,2,0.0,18.625,38,23,5.041666666666667,13.125,0.0,1010.9583333333334,10.0,5.916666666666667
2009-02-28,28,2,0.0,18.541666666666668,38,23,3.7916666666666665,12.875,0.0,1010.75,10.0,5.583333333333333
2009-03-01,1,3,0.0,22.375,38,23,5.583333333333333,11.916666666666666,0.0,1010.5833333333334,10.0,4.375
2009-03-02,2,3,0.0,18.5,38,23,4.083333333333333,11.791666666666666,0.0,1010.75,10.0,5.166666666666667
2009-03-03,3,3,0.0,17.291666666666668,39,23,4.375,12.958333333333334,0.0,1010.125,10.0,4.041666666666667
2009-03-04,4,3,0.0,20.208333333333332,39,23,4.833333333333333,12.875,0.0,1010.125,10.0,6.0
2009-03-05,5,3,0.0,26.25,38,22,7.666666666666667,12.666666666666666,0.0,1010.5416666666666,10.0,6.125
2009-03-06,6,3,0.0,24.708333333333332,37,22,7.166666666666667,12.25,1.125,1011.0833333333334,10.0,6.083333333333333
2009-03-07,7,3,0.0,20.208333333333332,38,22,4.458333333333333,15.291666666666666,0.0,1010.5833333333334,10.0,5.875
2009-03-08,8,3,0.0,24.333333333333332,37,22,5.875,12.541666666666666,1.2916666666666667,1009.4583333333334,10.0,6.583333333333333
2009-03-09,9,3,0.0,33.666666666666664,36,21,9.791666666666666,12.083333333333334,7.375,1010.5,10.0,6.333333333333333
2009-03-10,10,3,0.2,24.958333333333332,37,23,7.625,13.125,6.625,1010.875,10.0,7.0
2009-03-11,11,3,0.0,29.666666666666668,35,24,10.083333333333334,10.541666666666666,6.416666666666667,1011.7916666666666,10.0,4.958333333333333
2009-03-12,12,3,0.0,24.25,34,25,7.916666666666667,11.375,5.75,1010.9166666666666,10.0,4.583333333333333
2009-03-13,13,3,1.4,37.166666666666664,33,23,9.375,11.583333333333334,28.75,1013.125,8.916666666666666,5.791666666666667
2009-03-14,14,3,5.1,58.166666666666664,33,20,14.875,14.791666666666666,36.916666666666664,1014.125,9.083333333333334,7.333333333333333
2009-03-15,15,3,0.0,50.958333333333336,34,22,13.916666666666666,12.041666666666666,9.791666666666666,1012.0416666666666,10.0,5.416666666666667
2009-03-16,16,3,0.0,37.083333333333336,35,22,10.791666666666666,10.833333333333334,3.3333333333333335,1010.375,10.0,4.916666666666667
2009-03-17,17,3,0.0,23.125,37,22,8.25,11.583333333333334,1.9166666666666667,1009.9166666666666,10.0,5.291666666666667
2009-03-18,18,3,0.0,24.541666666666668,37,23,7.208333333333333,14.458333333333334,1.9166666666666667,1010.625,10.0,6.666666666666667
2009-03-19,19,3,0.0,31.458333333333332,36,23,8.5,15.458333333333334,3.2083333333333335,1010.7083333333334,10.0,6.583333333333333
2009-03-20,20,3,0.0,38.375,36,22,10.666666666666666,14.083333333333334,2.2083333333333335,1010.4583333333334,10.0,8.458333333333334
2009-03-21,21,3,0.0,40.25,35,20,10.625,14.333333333333334,0.25,1010.7083333333334,10.0,6.833333333333333
2009-03-22,22,3,0.0,34.666666666666664,37,20,10.458333333333334,10.75,0.8333333333333334,1009.5,10.0,4.291666666666667
2009-03-23,23,3,0.0,27.708333333333332,36,24,8.541666666666666,11.0,5.375,1010.0833333333334,10.0,4.875
2009-03-24,24,3,0.2,34.875,36,25,12.125,10.125,13.0,1011.7083333333334,9.75,5.166666666666667
2009-03-25,25,3,0.0,31.208333333333332,37,23,11.041666666666666,12.5,4.25,1010.9166666666666,10.0,5.583333333333333
2009-03-26,26,3,0.0,30.25,37,24,9.041666666666666,15.625,2.9166666666666665,1010.0833333333334,10.0,7.458333333333333
2009-03-27,27,3,0.0,35.0,37,21,9.416666666666666,12.75,2.5,1010.5833333333334,10.0,6.083333333333333
2009-03-28,28,3,0.0,36.0,38,21,10.833333333333334,13.291666666666666,4.041666666666667,1010.4166666666666,10.0,7.166666666666667
2009-03-29,29,3,0.0,33.416666666666664,38,24,12.541666666666666,12.916666666666666,4.5,1009.125,10.0,5.333333333333333
2009-03-30,30,3,0.0,34.0,38,22,12.208333333333334,10.5,3.25,1008.7916666666666,10.0,4.666666666666667
2009-03-31,31,3,0.0,31.5,39,26,11.875,11.333333333333334,1.4583333333333333,1007.1666666666666,10.0,5.916666666666667
2009-04-01,1,4,0.0,29.083333333333332,39,24,10.666666666666666,13.458333333333334,4.875,1007.875,10.0,6.291666666666667
2009-04-02,2,4,0.0,37.5,39,25,13.208333333333334,12.375,3.7083333333333335,1008.4583333333334,10.0,6.25
2009-04-03,3,4,0.0,33.958333333333336,40,26,13.666666666666666,12.25,2.9583333333333335,1008.5,10.0,5.583333333333333
2009-04-04,4,4,0.0,44.208333333333336,39,26,15.041666666666666,13.041666666666666,4.958333333333333,1009.3333333333334,10.0,6.166666666666667
2009-04-05,5,4,0.8,44.041666666666664,40,25,15.708333333333334,10.625,16.375,1009.4583333333334,10.0,4.625
2009-04-06,6,4,0.0,30.083333333333332,38,26,10.333333333333334,16.958333333333332,4.708333333333333,1009.0,10.0,8.833333333333334
2009-04-07,7,4,0.0,27.541666666666668,38,26,9.791666666666666,12.708333333333334,4.0,1007.4166666666666,10.0,7.416666666666667
2009-04-08,8,4,0.0,37.416666666666664,36,23,11.25,14.958333333333334,3.5833333333333335,1008.5,10.0,8.291666666666666
2009-04-09,9,4,0.0,38.833333333333336,38,21,11.208333333333334,10.375,0.0,1009.0,10.0,5.125
2009-04-10,10,4,0.0,24.041666666666668,39,23,7.666666666666667,13.0,0.125,1008.3333333333334,10.0,5.666666666666667
2009-04-11,11,4,0.0,19.125,40,25,6.083333333333333,14.333333333333334,0.4166666666666667,1007.875,10.0,6.625
2009-04-12,12,4,0.0,22.375,39,26,8.333333333333334,14.833333333333334,1.6666666666666667,1007.1666666666666,10.0,8.208333333333334
2009-04-13,13,4,0.0,28.0,41,26,10.416666666666666,13.166666666666666,0.5416666666666666,1005.875,10.0,5.958333333333333
2009-04-14,14,4,0.0,33.75,40,24,11.5,16.375,0.0,1006.4166666666666,10.0,8.041666666666666
2009-04-15,15,4,0.0,33.041666666666664,39,24,11.375,17.166666666666668,0.25,1007.4166666666666,10.0,8.416666666666666
2009-04-16,16,4,0.0,37.083333333333336,36,24,13.583333333333334,15.375,2.375,1006.0833333333334,10.0,6.583333333333333
2009-04-17,17,4,0.0,32.875,39,25,11.875,15.416666666666666,2.375,1006.0,10.0,7.625
2009-04-18,18,4,0.0,27.666666666666668,42,25,11.708333333333334,13.333333333333334,0.5416666666666666,1006.9166666666666,10.0,6.041666666666667
2009-04-19,19,4,0.0,37.708333333333336,42,26,13.791666666666666,12.708333333333334,0.0,1008.625,10.0,6.625
2009-04-20,20,4,0.0,55.416666666666664,37,23,18.083333333333332,18.041666666666668,2.1666666666666665,1008.625,10.0,10.5
2009-04-21,21,4,0.0,56.166666666666664,37,22,16.75,16.5,4.375,1007.875,10.0,10.125
2009-04-22,22,4,0.0,47.708333333333336,36,22,14.958333333333334,16.416666666666668,1.5,1008.7916666666666,10.0,9.666666666666666
2009-04-23,23,4,0.0,39.291666666666664,38,23,12.541666666666666,13.666666666666666,0.9583333333333334,1009.9583333333334,10.0,6.708333333333333
2009-04-24,24,4,0.0,22.083333333333332,40,25,7.708333333333333,14.125,0.08333333333333333,1009.0,10.0,6.583333333333333
2009-04-25,25,4,0.0,18.541666666666668,40,26,5.166666666666667,17.541666666666668,4.541666666666667,1008.7916666666666,10.0,7.083333333333333
2009-04-26,26,4,0.0,19.375,42,27,7.625,13.166666666666666,0.3333333333333333,1008.6666666666666,10.0,5.708333333333333
2009-04-27,27,4,0.0,35.625,42,25,12.916666666666666,12.708333333333334,0.0,1008.8333333333334,10.0,6.291666666666667
2009-04-28,28,4,0.0,46.041666666666664,42,25,15.666666666666666,12.708333333333334,0.0,1008.75,10.0,5.458333333333333
2009-04-29,29,4,0.0,50.791666666666664,41,25,17.208333333333332,13.833333333333334,11.541666666666666,1009.0833333333334,10.0,5.833333333333333
2009-04-30,30,4,0.0,54.208333333333336,40,23,17.375,14.958333333333334,12.666666666666666,1008.7916666666666,10.0,8.166666666666666
2009-05-01,1,5,0.0,54.166666666666664,39,24,17.666666666666668,15.041666666666666,2.9166666666666665,1009.6666666666666,10.0,9.208333333333334
2009-05-02,2,5,0.0,42.833333333333336,40,24,15.916666666666666,15.458333333333334,0.9166666666666666,1010.125,10.0,8.916666666666666
2009-05-03,3,5,0.0,37.0,40,25,13.166666666666666,16.0,1.375,1009.4166666666666,10.0,9.541666666666666
2009-05-04,4,5,0.0,43.375,39,25,14.375,15.5,0.7916666666666666,1008.1666666666666,10.0,9.333333333333334
2009-05-05,5,5,0.3,55.25,37,24,17.916666666666668,14.75,6.416666666666667,1009.0,10.0,8.625
2009-05-06,6,5,0.0,51.25,39,24,16.708333333333332,15.083333333333334,4.458333333333333,1010.0,10.0,8.125
2009-05-07,7,5,0.0,40.25,39,24,14.916666666666666,13.125,4.958333333333333,1008.0416666666666,10.0,6.208333333333333
2009-05-08,8,5,0.0,35.166666666666664,39,27,14.458333333333334,14.125,3.625,1007.25,10.0,7.541666666666667
2009-05-09,9,5,0.0,36.208333333333336,40,25,12.416666666666666,16.916666666666668,2.0416666666666665,1006.7916666666666,10.0,9.541666666666666
2009-05-10,10,5,0.0,41.458333333333336,38,25,13.583333333333334,16.791666666666668,0.9583333333333334,1007.1666666666666,10.0,10.166666666666666
2009-05-11,11,5,0.0,47.458333333333336,37,24,15.833333333333334,20.0,1.375,1007.75,10.0,12.291666666666666
2009-05-12,12,5,0.0,51.333333333333336,38,23,15.625,16.541666666666668,0.5833333333333334,1007.4166666666666,10.0,10.166666666666666
2009-05-13,13,5,0.0,60.583333333333336,38,22,18.833333333333332,18.583333333333332,5.708333333333333,1005.9166666666666,10.0,10.5
2009-05-14,14,5,0.0,60.0,37,22,19.166666666666668,20.291666666666668,5.666666666666667,1005.7083333333334,10.0,11.75
2009-05-15,15,5,0.0,61.958333333333336,36,23,19.708333333333332,20.083333333333332,7.875,1006.4583333333334,10.0,12.291666666666666
2009-05-16,16,5,0.0,60.208333333333336,34,25,20.083333333333332,18.541666666666668,16.333333333333332,1007.75,10.0,10.375
2009-05-17,17,5,0.0,52.333333333333336,38,25,19.041666666666668,16.333333333333332,8.583333333333334,1008.0833333333334,9.875,9.208333333333334
2009-05-18,18,5,0.1,53.375,36,25,19.291666666666668,14.625,38.208333333333336,1007.4583333333334,9.0,7.208333333333333
2009-05-19,19,5,0.5,66.25,33,25,21.541666666666668,16.0,46.083333333333336,1007.3333333333334,7.875,7.791666666666667
2009-05-20,20,5,22.6,69.75,34,25,21.875,16.833333333333332,44.041666666666664,1006.375,8.75,7.541666666666667
2009-05-21,21,5,2.7,74.125,35,24,22.083333333333332,13.166666666666666,37.583333333333336,1005.7916666666666,9.625,6.583333333333333
2009-05-22,22,5,0.0,72.125,34,24,22.291666666666668,17.625,17.458333333333332,1005.625,9.875,9.666666666666666
2009-05-23,23,5,0.0,63.041666666666664,35,23,20.208333333333332,18.291666666666668,8.916666666666666,1004.8333333333334,10.0,10.208333333333334
2009-05-24,24,5,0.0,61.0,35,24,19.583333333333332,21.041666666666668,9.0,1003.5416666666666,10.0,11.291666666666666
2009-05-25,25,5,0.4,58.625,35,23,18.666666666666668,20.25,12.125,1003.2083333333334,10.0,10.083333333333334
2009-05-26,26,5,0.0,58.708333333333336,34,24,19.125,19.375,12.583333333333334,1003.125,10.0,9.416666666666666
2009-05-27,27,5,0.0,59.208333333333336,35,23,19.333333333333332,17.5,8.708333333333334,1004.8333333333334,10.0,8.958333333333334
2009-05-28,28,5,0.0,60.041666666666664,37,23,19.666666666666668,18.333333333333332,6.958333333333333,1005.875,10.0,9.916666666666666
2009-05-29,29,5,0.0,61.458333333333336,35,24,19.958333333333332,20.166666666666668,7.083333333333333,1006.5833333333334,10.0,11.416666666666666
2009-05-30,30,5,0.0,64.0,35,23,20.0,20.583333333333332,15.875,1005.75,9.0,11.041666666666666
2009-05-31,31,5,0.0,61.875,35,23,19.916666666666668,19.958333333333332,7.833333333333333,1006.125,10.0,10.666666666666666
2009-06-01,1,6,2.1,67.375,35,24,20.708333333333332,20.125,45.75,1007.0833333333334,9.75,11.708333333333334
2009-06-02,2,6,3.6,67.95833333333333,33,23,20.75,19.416666666666668,60.0,1008.0,8.458333333333334,9.791666666666666
2009-06-03,3,6,1.6,68.375,33,23,21.0,21.25,55.166666666666664,1008.9583333333334,9.541666666666666,11.458333333333334
2009-06-04,4,6,3.2,72.625,32,24,21.5,20.375,64.75,1007.3333333333334,9.875,12.125
2009-06-05,5,6,4.1,76.04166666666667,31,23,21.958333333333332,19.166666666666668,56.208333333333336,1005.0,9.125,9.625
2009-06-06,6,6,12.1,80.41666666666667,30,23,22.291666666666668,17.583333333333332,61.041666666666664,1003.25,8.25,9.458333333333334
2009-06-07,7,6,2.7,89.0,27,23,22.375,17.041666666666668,68.58333333333333,1004.4166666666666,10.0,9.75
2009-06-08,8,6,0.7,77.58333333333333,31,23,21.083333333333332,21.208333333333332,40.416666666666664,1006.875,9.875,10.791666666666666
2009-06-09,9,6,0.1,74.04166666666667,32,22,20.666666666666668,19.416666666666668,39.458333333333336,1008.0416666666666,9.0,10.333333333333334
2009-06-10,10,6,0.0,77.54166666666667,31,23,21.083333333333332,18.583333333333332,42.416666666666664,1008.0,9.625,9.541666666666666
2009-06-11,11,6,0.0,74.75,32,23,20.875,18.583333333333332,32.083333333333336,1008.4166666666666,8.75,9.125
2009-06-12,12,6,0.30000000000000004,72.54166666666667,32,23,20.833333333333332,19.708333333333332,34.958333333333336,1008.4166666666666,10.0,11.541666666666666
2009-06-13,13,6,0.2,69.20833333333333,34,23,20.5,18.333333333333332,20.541666666666668,1009.25,9.0,10.625
2009-06-14,14,6,0.0,65.70833333333333,34,23,20.291666666666668,19.333333333333332,17.25,1009.0833333333334,10.0,10.416666666666666
2009-06-15,15,6,0.0,64.875,34,24,19.875,20.666666666666668,12.708333333333334,1007.6666666666666,10.0,11.583333333333334
2009-06-16,16,6,0.1,66.95833333333333,34,23,20.25,21.5,21.5,1007.0,10.0,12.0
2009-06-17,17,6,0.2,66.29166666666667,35,23,20.458333333333332,18.583333333333332,27.333333333333332,1005.9166666666666,10.0,11.041666666666666
2009-06-18,18,6,0.0,66.58333333333333,34,23,20.875,17.5,20.875,1004.9583333333334,9.625,9.166666666666666
2009-06-19,19,6,1.3,72.125,33,24,21.375,14.708333333333334,45.041666666666664,1005.2083333333334,9.375,7.25
2009-06-20,20,6,26.0,90.0,29,23,22.833333333333332,11.583333333333334,65.79166666666667,1006.5,5.166666666666667,4.791666666666667
2009-06-21,21,6,7.6,84.5,30,23,22.541666666666668,11.25,58.083333333333336,1006.7916666666666,7.083333333333333,4.875
2009-06-22,22,6,1.7,81.41666666666667,30,23,22.208333333333332,16.583333333333332,51.708333333333336,1005.8333333333334,8.875,6.791666666666667
2009-06-23,23,6,4.5,88.66666666666667,27,23,21.75,24.833333333333332,79.79166666666667,1005.2916666666666,9.25,11.041666666666666
2009-06-24,24,6,4.6000000000000005,85.33333333333333,28,23,21.833333333333332,22.583333333333332,81.625,1006.0416666666666,9.0,9.125
2009-06-25,25,6,6.0,85.45833333333333,28,23,21.833333333333332,23.166666666666668,83.45833333333333,1006.125,8.5,10.041666666666666
2009-06-26,26,6,9.200000000000001,89.66666666666667,26,23,21.708333333333332,23.458333333333332,86.08333333333333,1005.75,8.25,10.583333333333334
2009-06-27,27,6,10.3,92.95833333333333,26,22,21.833333333333332,21.0,94.75,1004.4166666666666,7.5,9.166666666666666
2009-06-28,28,6,12.9,87.75,27,22,21.833333333333332,20.208333333333332,78.20833333333333,1004.3333333333334,9.0,9.375
2009-06-29,29,6,8.0,87.25,28,23,22.208333333333332,18.875,83.16666666666667,1004.125,9.875,8.458333333333334
2009-06-30,30,6,5.4,84.04166666666667,29,23,21.916666666666668,19.916666666666668,75.0,1005.25,9.875,8.25
2009-07-01,1,7,17.6,82.75,29,23,22.0,19.625,75.29166666666667,1005.25,9.541666666666666,8.958333333333334
2009-07-02,2,7,52.6,87.08333333333333,27,23,22.0,23.041666666666668,93.75,1004.125,8.583333333333334,9.833333333333334
2009-07-03,3,7,57.1,92.16666666666667,25,22,21.75,25.458333333333332,98.25,1002.875,9.625,10.5
2009-07-04,4,7,45.3,92.70833333333333,25,22,21.708333333333332,21.25,99.95833333333333,1002.625,8.166666666666666,11.0
2009-07-05,5,7,32.6,96.625,25,22,21.833333333333332,19.166666666666668,100.0,1002.5416666666666,5.625,8.833333333333334
2009-07-06,6,7,60.3,95.58333333333333,24,22,22.375,15.791666666666666,91.91666666666667,1001.5416666666666,6.375,8.291666666666666
2009-07-07,7,7,98.4,98.75,23,23,22.916666666666668,13.166666666666666,100.0,1002.1666666666666,4.916666666666667,5.666666666666667
2009-07-08,8,7,190.1,98.75,25,22,22.583333333333332,17.0,100.0,1002.25,4.083333333333333,6.25
2009-07-09,9,7,43.5,97.625,23,22,22.0,12.583333333333334,100.0,1003.375,6.458333333333333,7.666666666666667
2009-07-10,10,7,14.4,95.70833333333333,24,22,22.125,21.625,98.54166666666667,1004.0,9.5,10.0
2009-07-11,11,7,19.1,96.20833333333333,24,22,22.25,25.208333333333332,97.375,1005.0833333333334,8.875,9.666666666666666
2009-07-12,12,7,13.4,95.91666666666667,25,22,22.0,30.708333333333332,94.79166666666667,1005.1666666666666,7.875,12.541666666666666
2009-07-13,13,7,35.3,95.91666666666667,25,22,21.875,32.875,99.5,1004.1666666666666,8.5,13.666666666666666
2009-07-14,14,7,83.8,97.08333333333333,23,22,21.916666666666668,33.625,100.0,1002.2916666666666,7.708333333333333,13.791666666666666
2009-07-15,15,7,66.8,97.08333333333333,23,21,21.291666666666668,34.75,100.0,1001.4583333333334,6.791666666666667,13.583333333333334
